user_genome,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",msa_percent,translation_table,red_value,warnings,domain,phylum,class,order,family,genus,species
RUG011,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B sp900314605,GCA_900314605.1,95,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B sp900314605,98.81,0.85,GCA_900314605.1,95,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B sp900314605,98.81,0.85,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCF_000621965.1, s__Methanobrevibacter_B wolinii, 95.0, 79.18, 0.46; GCF_002208625.1, s__Methanobrevibacter_B sp002208625, 95.0, 79.07, 0.54; GCF_000320505.1, s__Methanobrevibacter_B boviskoreani, 95.0, 78.71, 0.37",93.79,11,,,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_B,s__Methanobrevibacter_B sp900314605
RUG012,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B sp900314605,GCA_900314605.1,95,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B sp900314605,100,0.99,GCA_900314605.1,95,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B sp900314605,100,0.99,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCF_002208625.1, s__Methanobrevibacter_B sp002208625, 95.0, 79.39, 0.58; GCF_000621965.1, s__Methanobrevibacter_B wolinii, 95.0, 79.31, 0.49; GCF_000320505.1, s__Methanobrevibacter_B boviskoreani, 95.0, 78.76, 0.39",96.55,11,,,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_B,s__Methanobrevibacter_B sp900314605
RUG013,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__RUG013;s__RUG013 sp001486445,GCF_001486445.1,95,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__RUG013;s__RUG013 sp001486445,97.99,0.89,GCF_001486445.1,95,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__RUG013;s__RUG013 sp001486445,97.99,0.89,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,,93.67,11,,,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__RUG013,s__RUG013 sp001486445
RUG014,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA7748;s__UBA7748 sp900314535,GCA_900314535.1,95,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA7748;s__UBA7748 sp900314535,100,0.99,GCA_900314535.1,95,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA7748;s__UBA7748 sp900314535,100,0.99,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA7748;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCA_900313905.1, s__UBA7748 sp900313905, 95.0, 83.27, 0.59; GCA_003862175.1, s__UBA7748 sp003862175, 95.0, 83.24, 0.33",96.03,11,,,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__UBA7748,s__UBA7748 sp900314535
RUG015,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__CAG-603 sp900314555,GCA_900314555.1,95,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__CAG-603 sp900314555,100,0.99,GCA_900314555.1,95,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__CAG-603 sp900314555,100,0.99,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCA_900066105.1, s__CAG-603 sp900066105, 95.0, 94.0, 0.86; GCF_900110975.1, s__CAG-603 sp900110975, 95.0, 78.24, 0.19; GCA_900314525.1, s__CAG-603 sp900314525, 95.0, 78.07, 0.22; GCA_900315425.1, s__CAG-603 sp900315425, 95.0, 77.85, 0.18; GCA_900321855.1, s__CAG-603 sp900321855, 95.0, 77.66, 0.19",87.44,11,,,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-603,s__CAG-603 sp900314555
RUG016,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Sharpea;s__Sharpea azabuensis,GCF_000702165.1,95,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Sharpea;s__Sharpea azabuensis,98.28,0.9,GCF_000702165.1,95,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Sharpea;s__Sharpea azabuensis,98.28,0.9,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,,94.54,11,,,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Sharpea,s__Sharpea azabuensis
RUG017,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Sharpea;s__Sharpea azabuensis,GCF_000702165.1,95,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Sharpea;s__Sharpea azabuensis,97.94,0.86,GCF_000702165.1,95,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Sharpea;s__Sharpea azabuensis,97.94,0.86,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,,94.54,11,,,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Sharpea,s__Sharpea azabuensis
RUG018,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp900314615,GCA_900314615.1,95,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp900314615,100,0.99,GCA_900314615.1,95,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp900314615,100,0.99,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCA_900318035.1, s__Methanobrevibacter_A sp900318035, 95.0, 81.59, 0.54; GCA_900314695.1, s__Methanobrevibacter_A sp900314695, 95.0, 81.42, 0.55; GCF_001548675.1, s__Methanobrevibacter_A sp001548675, 95.0, 81.1, 0.49; GCA_900316895.1, s__Methanobrevibacter_A sp900316895, 95.0, 81.02, 0.55; GCA_900313645.1, s__Methanobrevibacter_A sp900313645, 95.0, 81.02, 0.65; GCF_003111625.1, s__Methanobrevibacter_A thaueri, 95.0, 80.7, 0.49; GCA_900319985.1, s__Methanobrevibacter_A sp900319985, 95.0, 80.66, 0.54; GCA_900320955.1, s__Methanobrevibacter_A sp900320955, 95.0, 80.59, 0.52; GCA_900320515.1, s__Methanobrevibacter_A sp900320515, 95.0, 80.39, 0.46; GCF_003814835.1, s__Methanobrevibacter_A gottschalkii, 95.0, 80.32, 0.54; GCF_001477655.1, s__Methanobrevibacter_A millerae, 95.0, 80.0, 0.42; GCA_900317865.1, s__Methanobrevibacter_A sp900317865, 95.0, 79.5, 0.36; GCA_900319535.1, s__Methanobrevibacter_A sp900319535, 95.0, 79.31, 0.38; GCF_002252585.1, s__Methanobrevibacter_A smithii_A, 95.0, 79.16, 0.33; GCF_001639275.1, s__Methanobrevibacter_A oralis, 95.0, 79.08, 0.32; GCF_000016525.1, s__Methanobrevibacter_A smithii, 95.0, 79.06, 0.35; GCF_003111605.1, s__Methanobrevibacter_A woesei, 95.0, 78.49, 0.33; GCA_002496065.1, s__Methanobrevibacter_A sp002496065, 95.0, 77.88, 0.33",85.62,11,,,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A sp900314615
RUG019,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp900315925,GCA_900315925.1,95,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp900315925,96.38,0.84,GCA_900315925.1,95,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp900315925,96.38,0.84,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCF_900112895.1, s__Succiniclasticum ruminis, 95.0, 86.72, 0.67; GCA_003512125.1, s__Succiniclasticum sp003512125, 95.0, 83.33, 0.78; GCA_900315345.1, s__Succiniclasticum sp900315345, 95.0, 81.19, 0.56; GCA_002342505.1, s__Succiniclasticum sp002342505, 95.0, 81.08, 0.57; GCA_900544275.1, s__Succiniclasticum sp900544275, 95.0, 78.19, 0.22; GCA_900316935.1, s__Succiniclasticum sp900316935, 95.0, 77.77, 0.2; GCA_900315805.1, s__Succiniclasticum sp900315805, 95.0, 77.69, 0.21; GCA_900314855.1, s__Succiniclasticum sp900314855, 95.0, 77.06, 0.2",93.83,11,,,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Succiniclasticum,s__Succiniclasticum sp900315925
RUG020,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp900314635,GCA_900314635.1,95,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp900314635,100,1,GCA_900314635.1,95,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp900314635,100,1,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCA_004553595.1, s__Methanobrevibacter ruminantium_A, 95.0, 78.99, 0.29; GCF_000024185.1, s__Methanobrevibacter ruminantium, 95.0, 78.45, 0.3; GCF_900114585.1, s__Methanobrevibacter olleyae, 95.0, 78.24, 0.28; GCA_900321995.1, s__Methanobrevibacter sp900321995, 95.0, 77.12, 0.27",96.21,11,,,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter sp900314635
RUG021,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA3207;s__UBA3207 sp900314585,GCA_900314585.1,95,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA3207;s__UBA3207 sp900314585,100,0.99,GCA_900314585.1,95,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA3207;s__UBA3207 sp900314585,100,0.99,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA3207;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCA_002494205.1, s__UBA3207 sp002494205, 95.0, 78.29, 0.27; GCA_002393905.1, s__UBA3207 sp002393905, 95.0, 78.27, 0.22; GCA_002363735.1, s__UBA3207 sp002363735, 95.0, 77.96, 0.31; GCA_002395065.1, s__UBA3207 sp002395065, 95.0, 77.96, 0.21; GCA_003501485.1, s__UBA3207 sp003501485, 95.0, 77.12, 0.12",87.8,11,,,d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,g__UBA3207,s__UBA3207 sp900314585
RUG022,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900314755,GCA_900314755.1,95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900314755,98.13,0.88,GCA_900314755.1,95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900314755,98.13,0.88,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCA_002353225.1, s__Prevotella sp002353225, 95.0, 84.15, 0.66; GCF_900115435.1, s__Prevotella sp900115435, 95.0, 82.3, 0.64; GCA_002353295.1, s__Prevotella sp002353295, 95.0, 81.58, 0.5; GCA_002354095.1, s__Prevotella sp002354095, 95.0, 80.84, 0.45; GCA_900316645.1, s__Prevotella sp900316645, 95.0, 80.24, 0.46; GCA_002353485.1, s__Prevotella sp002353485, 95.0, 78.66, 0.29; GCF_900119285.1, s__Prevotella sp900119285, 95.0, 78.56, 0.23; GCF_900107705.1, s__Prevotella sp900107705, 95.0, 78.56, 0.28; GCF_900199555.1, s__Prevotella sp900199555, 95.0, 78.54, 0.26; GCA_900314985.1, s__Prevotella sp900314985, 95.0, 78.52, 0.3; GCA_002342665.1, s__Prevotella sp002342665, 95.0, 78.45, 0.24; GCF_000619825.1, s__Prevotella sp000619825, 95.0, 78.37, 0.19; GCA_900316265.1, s__Prevotella sp900316265, 95.0, 78.35, 0.28; GCA_900318795.1, s__Prevotella sp900318795, 95.0, 78.22, 0.31; GCA_900314995.1, s__Prevotella sp900314995, 95.0, 78.22, 0.25; GCF_900100635.1, s__Prevotella sp900100635, 95.0, 78.2, 0.22; GCA_002342415.1, s__Prevotella sp002342415, 95.0, 78.2, 0.3; GCA_900319305.1, s__Prevotella sp900319305, 95.0, 78.19, 0.26; GCA_900321425.1, s__Prevotella sp900321425, 95.0, 78.18, 0.26; GCA_900313235.1, s__Prevotella sp900313235, 95.0, 78.17, 0.26; GCF_900110085.1, s__Prevotella sp900110085, 95.0, 78.17, 0.25; GCF_900142525.1, s__Prevotella ruminicola_A, 95.0, 78.16, 0.18; GCA_002393725.1, s__Prevotella sp002393725, 95.0, 78.14, 0.19; GCF_900109055.1, s__Prevotella sp900109055, 95.0, 78.12, 0.2; GCA_900318395.1, s__Prevotella sp900318395, 95.0, 78.08, 0.23; GCA_900315695.1, s__Prevotella sp900315695, 95.0, 78.07, 0.21; GCA_900318885.1, s__Prevotella sp900318885, 95.0, 78.07, 0.27; GCF_000621725.1, s__Prevotella brevis, 95.0, 78.06, 0.16; GCA_002351725.1, s__Prevotella sp002351725, 95.0, 78.06, 0.17; GCF_900110895.1, s__Prevotella sp900110895, 95.0, 78.06, 0.22; GCA_900320045.1, s__Prevotella sp900320045, 95.0, 78.03, 0.29; GCA_900315525.1, s__Prevotella sp900315525, 95.0, 78.0, 0.23; GCF_000702825.1, s__Prevotella sp000702825, 95.0, 77.99, 0.21; GCF_000687715.1, s__Prevotella ruminicola_B, 95.0, 77.99, 0.2; GCF_900107775.1, s__Prevotella ruminicola_C, 95.0, 77.98, 0.19; GCA_002379425.1, s__Prevotella sp002379425, 95.0, 77.96, 0.25; GCF_002251295.1, s__Prevotella sp002251295, 95.0, 77.92, 0.17; GCA_900320905.1, s__Prevotella sp900320905, 95.0, 77.88, 0.22; GCA_002363695.1, s__Prevotella sp002363695, 95.0, 77.85, 0.35; GCA_900318555.1, s__Prevotella sp900318555, 95.0, 77.83, 0.26; GCA_002371695.1, s__Prevotella sp002371695, 95.0, 77.78, 0.23; GCA_900319715.1, s__Prevotella sp900319715, 95.0, 77.77, 0.23; GCA_900316445.1, s__Prevotella sp900316445, 95.0, 77.77, 0.23; GCF_000025925.1, s__Prevotella ruminicola, 95.0, 77.75, 0.19; GCA_900317405.1, s__Prevotella sp900317405, 95.0, 77.72, 0.2; GCA_900321965.1, s__Prevotella sp900321965, 95.0, 77.7, 0.21; GCA_900316475.1, s__Prevotella sp900316475, 95.0, 77.65, 0.21; GCA_002372235.1, s__Prevotella sp002372235, 95.0, 77.56, 0.16; GCA_002371715.1, s__Prevotella sp002371715, 95.0, 77.54, 0.22; GCA_002350805.1, s__Prevotella sp002350805, 95.0, 77.54, 0.14; GCA_900315035.1, s__Prevotella sp900315035, 95.0, 77.49, 0.2; GCF_002251435.1, s__Prevotella sp002251435, 95.0, 77.46, 0.09; GCA_900320445.1, s__Prevotella sp900320445, 95.0, 77.46, 0.16; GCF_002251245.1, s__Prevotella sp002251245, 95.0, 77.36, 0.11; GCA_900315565.1, s__Prevotella sp900315565, 95.0, 77.31, 0.13; GCA_900315765.1, s__Prevotella sp900315765, 95.0, 77.27, 0.18; GCA_900554695.1, s__Prevotella sp900554695, 95.0, 77.25, 0.05; GCA_900322175.1, s__Prevotella sp900322175, 95.0, 77.24, 0.16; GCA_900318815.1, s__Prevotella sp900318815, 95.0, 77.2, 0.16; GCA_002393705.1, s__Prevotella sp002393705, 95.0, 77.17, 0.18; GCA_002353525.1, s__Prevotella sp002353525, 95.0, 77.17, 0.14; GCA_002361655.1, s__Prevotella sp002361655, 95.0, 77.12, 0.21; GCF_001275135.1, s__Prevotella sp001275135, 95.0, 76.99, 0.06; GCA_900320255.1, s__Prevotella sp900320255, 95.0, 76.98, 0.21; GCA_002369515.1, s__Prevotella sp002369515, 95.0, 76.97, 0.12; GCA_900314915.1, s__Prevotella sp900314915, 95.0, 76.97, 0.11; GCA_002490315.1, s__Prevotella sp002490315, 95.0, 76.96, 0.07; GCA_002314055.1, s__Prevotella sp002314055, 95.0, 76.93, 0.07; GCA_900318685.1, s__Prevotella sp900318685, 95.0, 76.93, 0.16; GCF_000834015.1, s__Prevotella sp000834015, 95.0, 76.89, 0.09; GCA_900549175.1, s__Prevotella sp900549175, 95.0, 76.87, 0.08; GCA_900553965.1, s__Prevotella sp900553965, 95.0, 76.86, 0.08; GCA_900556275.1, s__Prevotella sp900556275, 95.0, 76.79, 0.08; GCA_004557285.1, s__Prevotella sp004557285, 95.0, 76.78, 0.12; GCA_900554045.1, s__Prevotella sp900554045, 95.0, 76.77, 0.05; GCA_000436695.1, s__Prevotella sp000436695, 95.0, 76.74, 0.06; GCA_900543975.1, s__Prevotella sp900543975, 95.0, 76.73, 0.09; GCA_900540415.1, s__Prevotella sp900540415, 95.0, 76.72, 0.07; GCA_002298545.1, s__Prevotella sp002298545, 95.0, 76.71, 0.07; GCA_900318585.1, s__Prevotella sp900318585, 95.0, 76.67, 0.16; GCA_900316015.1, s__Prevotella sp900316015, 95.0, 76.64, 0.07; GCA_900553595.1, s__Prevotella sp900553595, 95.0, 76.63, 0.09; GCA_900547005.1, s__Prevotella sp900547005, 95.0, 76.62, 0.08; GCA_900548745.1, s__Prevotella sp900548745, 95.0, 76.56, 0.06; GCA_900557405.1, s__Prevotella sp900557405, 95.0, 76.5, 0.08; GCF_000585355.1, s__Prevotella oryzae, 95.0, 76.48, 0.04; GCA_000433175.1, s__Prevotella sp000433175, 95.0, 76.47, 0.06; GCF_002933775.1, s__Prevotella sp002933775, 95.0, 76.44, 0.06; GCA_002392835.1, s__Prevotella sp002392835, 95.0, 76.39, 0.1; GCA_002305505.1, s__Prevotella sp002305505, 95.0, 76.29, 0.08; GCF_000613725.1, s__Prevotella pleuritidis, 95.0, 76.24, 0.03; GCF_000613405.1, s__Prevotella enoeca, 95.0, 76.22, 0.04; GCA_900545525.1, s__Prevotella sp900545525, 95.0, 76.13, 0.06; GCA_900550365.1, s__Prevotella sp900550365, 95.0, 76.12, 0.07; GCF_000146675.1, s__Prevotella marshii, 95.0, 75.97, 0.03; GCA_900553465.1, s__Prevotella sp900553465, 95.0, 75.9, 0.05; GCA_900551055.1, s__Prevotella sp900551055, 95.0, 75.86, 0.04; GCA_900554545.1, s__Prevotella sp900554545, 95.0, 75.79, 0.05; GCA_000436595.1, s__Prevotella sp000436595, 95.0, 75.58, 0.04",92.58,11,,,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900314755
RUG023,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__RUG023;s__RUG023 sp900315435,GCA_900315435.1,95,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__RUG023;s__RUG023 sp900315435,100,1,GCA_900315435.1,95,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__RUG023;s__RUG023 sp900315435,100,1,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,,90.28,11,,,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__RUG023,s__RUG023 sp900315435
RUG024,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__RUG024;s__RUG024 sp900314765,GCA_900314765.1,95,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__RUG024;s__RUG024 sp900314765,100,0.99,GCA_900314765.1,95,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__RUG024;s__RUG024 sp900314765,100,0.99,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,,91.33,11,,,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__RUG024,s__RUG024 sp900314765
RUG025,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olegusella;s__Olegusella sp900314685,GCA_900314685.1,95,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olegusella;s__Olegusella sp900314685,100,0.99,GCA_900314685.1,95,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olegusella;s__Olegusella sp900314685,100,0.99,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olegusella;s__,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCA_900315165.1, s__Olegusella sp900315165, 95.0, 86.35, 0.71; GCF_000466405.1, s__Olegusella sp000466405, 95.0, 78.19, 0.07; GCF_900078545.1, s__Olegusella massiliensis, 95.0, 77.37, 0.08; GCA_002407925.1, s__Olegusella sp002407925, 95.0, 76.55, 0.14",94.09,11,,,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olegusella,s__Olegusella sp900314685
